,online,reservations,rating,votes,location,rest_type,cost_for_two,type
22882,No,No,3.5,10,Commercial Street,Dessert Parlor,100,Desserts
22883,No,No,3.5,6,Residency Road,Dessert Parlor,500,Desserts
22884,No,No,3.2,7,Commercial Street,Other,300,Desserts
22885,No,No,3.8,33,Shanti Nagar,Delivery,350,Desserts
22886,No,No,3.4,27,MG Road,Quick Bites,300,Desserts
22887,No,No,3.2,6,MG Road,Other,300,Desserts
22888,No,No,3.73178,0,Race Course Road,Cafe,900,Desserts
22889,Yes,No,4.0,93,Brigade Road,Dessert Parlor,300,Desserts
22890,Yes,No,4.0,49,Residency Road,Delivery,500,Desserts
22891,Yes,No,3.7,75,Residency Road,Dessert Parlor,350,Desserts
22892,No,No,3.9,50,Residency Road,Dessert Parlor,600,Desserts
22893,Yes,No,4.1,129,MG Road,Other,900,Desserts
22894,No,No,3.6,12,Race Course Road,Cafe,800,Desserts
22895,Yes,Yes,4.7,4811,Cunningham Road,Other,1300,Desserts
22896,No,No,4.0,31,Vasanth Nagar,Other,1100,Desserts
22897,Yes,No,4.3,657,Cunningham Road,Other,750,Desserts
22898,Yes,No,4.2,443,Ulsoor,Other,700,Desserts
22899,No,No,3.7,24,Majestic,Other,100,Desserts
22900,Yes,No,4.1,257,Vasanth Nagar,Cafe,500,Desserts
22901,Yes,No,4.1,33,Cunningham Road,Dessert Parlor,400,Desserts
22902,Yes,No,4.0,122,Majestic,Quick Bites,200,Desserts
22903,No,No,3.5,7,Majestic,Dessert Parlor,200,Desserts
22904,No,No,3.8,31,Majestic,Other,150,Desserts
22905,No,Yes,3.8,25,Ulsoor,Cafe,2200,Desserts
22906,Yes,No,4.2,34,Cunningham Road,Dessert Parlor,300,Desserts
22907,No,No,3.7,15,Majestic,Other,250,Desserts
22908,Yes,No,2.9,48,Ulsoor,Other,400,Desserts
22909,No,No,3.6,16,Cunningham Road,Bakery,600,Desserts
22910,No,No,3.2,5,Frazer Town,Bakery,250,Desserts
22911,No,No,3.5,19,Majestic,Other,150,Desserts
22912,No,No,3.73178,0,City Market,Other,150,Desserts
22913,No,Yes,4.4,2133,Lavelle Road,Other,2200,Dine-out
22914,No,Yes,4.3,766,Lavelle Road,Other,3000,Dine-out
22915,No,Yes,4.4,184,Lavelle Road,"Casual Dining, Bar",1800,Dine-out
22916,No,Yes,4.2,3130,Lavelle Road,Other,2500,Dine-out
22917,No,Yes,4.4,885,Lavelle Road,Other,3000,Dine-out
22918,Yes,Yes,4.4,2239,Lavelle Road,Other,3000,Dine-out
22919,No,No,4.4,2421,Lavelle Road,Other,1500,Dine-out
22920,No,Yes,4.4,2052,Lavelle Road,"Casual Dining, Bar",1200,Dine-out
22921,Yes,Yes,4.4,3702,Lavelle Road,Other,1300,Dine-out
22922,No,Yes,4.1,1339,Lavelle Road,"Casual Dining, Bar",2100,Dine-out
22923,Yes,Yes,4.3,3492,Lavelle Road,Other,1700,Dine-out
22924,Yes,No,4.6,2513,Lavelle Road,Casual Dining,1600,Dine-out
22925,No,No,4.3,1043,Lavelle Road,Other,1500,Dine-out
22926,No,Yes,4.6,1438,Lavelle Road,Other,2200,Dine-out
22927,Yes,Yes,4.3,772,Lavelle Road,Casual Dining,1400,Dine-out
22928,Yes,Yes,4.4,1849,Lavelle Road,Casual Dining,1500,Dine-out
22929,No,Yes,4.4,131,Lavelle Road,"Casual Dining, Bar",1000,Dine-out
22930,No,Yes,4.2,337,Lavelle Road,"Casual Dining, Bar",1000,Dine-out
22931,No,No,4.3,461,Lavelle Road,Other,1500,Dine-out
22932,No,Yes,4.2,2079,Lavelle Road,Casual Dining,1500,Dine-out
22933,No,No,4.3,696,Lavelle Road,Casual Dining,1500,Dine-out
22934,Yes,Yes,4.3,509,Lavelle Road,"Casual Dining, Bar",1300,Dine-out
22935,No,No,4.1,1545,Lavelle Road,Other,1200,Dine-out
22936,Yes,Yes,4.3,1052,Lavelle Road,Casual Dining,1600,Dine-out
22937,Yes,No,4.2,121,Lavelle Road,"Casual Dining, Bar",1000,Dine-out
22938,No,No,4.1,388,Lavelle Road,Cafe,1100,Dine-out
22939,No,No,3.9,156,Lavelle Road,Casual Dining,600,Dine-out
22940,No,Yes,3.7,93,Lavelle Road,Other,1000,Dine-out
22941,No,No,4.1,104,Lavelle Road,Other,1200,Dine-out
22942,No,No,3.1,122,Lavelle Road,"Casual Dining, Bar",1200,Dine-out
22943,No,No,3.5,56,Lavelle Road,"Casual Dining, Bar",1800,Dine-out
22944,No,No,3.9,73,Lavelle Road,Other,2500,Dine-out
22945,No,No,3.8,216,Lavelle Road,Casual Dining,2000,Dine-out
22946,No,No,3.8,34,Lavelle Road,Casual Dining,1700,Dine-out
22947,Yes,No,4.4,1106,Lavelle Road,Other,600,Dine-out
22948,Yes,No,4.0,869,Lavelle Road,Quick Bites,400,Dine-out
22949,No,No,3.2,57,Lavelle Road,Quick Bites,350,Dine-out
22950,Yes,No,3.9,107,Lavelle Road,Quick Bites,500,Dine-out
22951,No,Yes,4.4,4605,MG Road,Other,1700,Dine-out
22952,No,Yes,4.6,2211,Richmond Road,Casual Dining,1800,Dine-out
22953,Yes,Yes,4.2,4748,Church Street,Casual Dining,1500,Dine-out
22954,No,No,4.6,3998,Residency Road,Other,1500,Dine-out
22955,Yes,Yes,4.3,3150,MG Road,Casual Dining,1500,Dine-out
22956,No,Yes,4.5,8402,Brigade Road,Other,2000,Dine-out
22957,No,No,4.3,1789,Residency Road,Casual Dining,800,Dine-out
22958,No,Yes,4.6,2369,MG Road,Other,2800,Dine-out
22959,No,No,4.2,1363,Richmond Road,Casual Dining,700,Dine-out
22960,No,No,4.6,2289,Church Street,Cafe,1100,Dine-out
22961,No,No,4.5,1597,Brigade Road,"Casual Dining, Bar",1500,Dine-out
22962,Yes,Yes,3.9,1937,MG Road,Casual Dining,2100,Dine-out
22963,No,Yes,4.3,343,Brigade Road,Other,1500,Dine-out
22964,Yes,Yes,4.1,2144,Brigade Road,Other,2000,Dine-out
22965,No,No,4.6,986,MG Road,Other,3000,Dine-out
22966,No,Yes,4.5,5281,St. Marks Road,"Casual Dining, Bar",2500,Dine-out
22967,No,Yes,4.5,681,Residency Road,Other,3500,Dine-out
22968,Yes,Yes,4.5,1238,St. Marks Road,"Casual Dining, Bar",1700,Dine-out
22969,No,Yes,4.3,2230,Residency Road,Other,1700,Dine-out
22970,Yes,No,4.3,7568,Church Street,Other,1500,Dine-out
22971,Yes,Yes,4.4,1124,Church Street,"Casual Dining, Bar",1200,Dine-out
22972,No,Yes,4.6,1091,Richmond Road,Casual Dining,1500,Dine-out
22973,No,No,4.2,634,St. Marks Road,Other,1300,Dine-out
22974,Yes,Yes,4.2,2720,MG Road,Cafe,1200,Dine-out
22975,No,No,3.9,2328,St. Marks Road,Casual Dining,700,Dine-out
22976,Yes,Yes,4.2,508,Shanti Nagar,Casual Dining,800,Dine-out
22977,No,Yes,4.1,2049,Infantry Road,Casual Dining,1600,Dine-out
22978,No,Yes,4.2,187,Church Street,Casual Dining,1000,Dine-out
22979,No,Yes,4.2,1452,MG Road,Other,1500,Dine-out
22980,Yes,Yes,4.2,2854,Residency Road,Other,800,Dine-out
22981,No,Yes,4.3,476,Residency Road,Other,2000,Dine-out
22982,Yes,Yes,4.3,2047,MG Road,Casual Dining,1500,Dine-out
22983,No,Yes,4.3,605,Infantry Road,"Casual Dining, Bar",2500,Dine-out
22984,Yes,Yes,3.9,1370,MG Road,Other,2100,Dine-out
22985,Yes,Yes,4.2,2930,Church Street,Casual Dining,1000,Dine-out
22986,Yes,Yes,4.4,493,St. Marks Road,Other,1900,Dine-out
22987,Yes,Yes,4.5,1418,Church Street,"Casual Dining, Bar",1700,Dine-out
22988,No,Yes,4.3,671,Residency Road,Casual Dining,2000,Dine-out
22989,No,Yes,4.5,1204,Brigade Road,Casual Dining,1100,Dine-out
22990,No,Yes,4.3,2698,Brigade Road,Other,1300,Dine-out
22991,Yes,No,4.3,2151,Residency Road,Casual Dining,600,Dine-out
22992,No,No,4.5,3589,St. Marks Road,Cafe,900,Dine-out
22993,No,Yes,4.4,211,Residency Road,Other,1200,Dine-out
22994,Yes,Yes,4.4,721,MG Road,Other,1700,Dine-out
22995,Yes,Yes,4.1,864,Residency Road,Casual Dining,1400,Dine-out
22996,No,No,4.3,1720,Church Street,Other,1300,Dine-out
22997,No,Yes,4.1,1730,Church Street,Cafe,1000,Dine-out
22998,No,No,4.4,2645,Church Street,Cafe,600,Dine-out
22999,No,Yes,4.3,688,Richmond Road,Other,2500,Dine-out
23000,No,Yes,4.3,531,Shanti Nagar,Casual Dining,1400,Dine-out
23001,Yes,No,3.9,376,MG Road,Other,200,Dine-out
23002,No,Yes,4.5,302,MG Road,Casual Dining,1500,Dine-out
23003,No,No,4.3,1189,Residency Road,Casual Dining,550,Dine-out
23004,Yes,No,4.4,2131,Brigade Road,Casual Dining,750,Dine-out
23005,No,Yes,4.2,221,MG Road,Other,1000,Dine-out
23006,No,Yes,4.2,254,Brigade Road,Other,1500,Dine-out
23007,No,No,4.3,696,MG Road,Other,3000,Dine-out
23008,No,Yes,3.8,51,MG Road,Casual Dining,1500,Dine-out
23009,No,Yes,4.2,477,Residency Road,Other,3000,Dine-out
23010,No,No,4.3,2264,Church Street,Other,1100,Dine-out
23011,Yes,No,4.0,785,Church Street,Casual Dining,650,Dine-out
23012,No,Yes,4.3,299,St. Marks Road,Other,1200,Dine-out
23013,No,Yes,4.1,568,MG Road,Other,2500,Dine-out
23014,No,Yes,4.4,193,MG Road,Other,2000,Dine-out
23015,No,No,4.1,491,Race Course Road,Casual Dining,600,Dine-out
23016,Yes,Yes,4.2,2286,St. Marks Road,"Casual Dining, Bar",1400,Dine-out
23017,No,No,4.2,1330,Church Street,Other,1100,Dine-out
23018,No,Yes,4.4,516,Race Course Road,Other,3200,Dine-out
23019,Yes,No,4.2,3569,Church Street,Cafe,650,Dine-out
23020,Yes,Yes,4.3,968,Church Street,Cafe,750,Dine-out
23021,Yes,Yes,4.4,219,St. Marks Road,Casual Dining,850,Dine-out
23022,Yes,Yes,4.5,871,MG Road,Casual Dining,1800,Dine-out
23023,No,No,4.1,538,Commercial Street,Casual Dining,500,Dine-out
23024,No,Yes,4.1,342,Race Course Road,Other,2500,Dine-out
23025,Yes,Yes,4.0,938,Church Street,"Casual Dining, Bar",1000,Dine-out
23026,Yes,No,4.0,55,Brigade Road,Casual Dining,1500,Dine-out
23027,Yes,Yes,4.4,719,Richmond Road,Casual Dining,1000,Dine-out
23028,No,Yes,4.4,127,Richmond Road,Casual Dining,1200,Dine-out
23029,No,Yes,4.3,620,Residency Road,Other,3400,Dine-out
23030,No,No,4.0,53,Richmond Road,Other,2000,Dine-out
23031,No,Yes,4.1,101,Residency Road,Other,1000,Dine-out
23032,Yes,Yes,4.2,856,Church Street,Casual Dining,1400,Dine-out
23033,No,Yes,4.3,361,Richmond Road,Other,3500,Dine-out
23034,Yes,Yes,4.3,74,Brigade Road,Casual Dining,700,Dine-out
23035,Yes,Yes,4.2,404,Brigade Road,Other,1600,Dine-out
23036,No,No,4.2,2028,Shanti Nagar,Other,1200,Dine-out
23037,No,No,4.3,72,Residency Road,Cafe,400,Dine-out
23038,No,No,4.3,792,Church Street,Other,900,Dine-out
23039,Yes,No,4.1,1131,Brigade Road,Casual Dining,1500,Dine-out
23040,No,Yes,3.9,684,Church Street,"Casual Dining, Bar",1200,Dine-out
23041,No,No,4.1,787,Residency Road,Casual Dining,800,Dine-out
23042,No,Yes,4.2,546,MG Road,Other,1500,Dine-out
23043,No,Yes,4.3,330,Richmond Road,Casual Dining,1200,Dine-out
23044,No,Yes,4.3,237,Richmond Road,Other,4000,Dine-out
23045,No,No,3.9,168,Shivajinagar,Casual Dining,500,Dine-out
23046,No,Yes,4.0,178,Church Street,Casual Dining,1300,Dine-out
23047,Yes,No,4.1,117,Richmond Road,Cafe,700,Dine-out
23048,No,Yes,4.1,275,Residency Road,Other,4000,Dine-out
23049,No,Yes,4.4,309,Race Course Road,Other,4000,Dine-out
23050,Yes,Yes,4.2,354,Richmond Road,Casual Dining,1200,Dine-out
23051,No,Yes,4.0,930,Brigade Road,Casual Dining,800,Dine-out
23052,Yes,Yes,4.1,456,Church Street,Casual Dining,600,Dine-out
23053,No,Yes,4.1,557,Brigade Road,Other,1100,Dine-out
23054,No,No,3.9,23,Richmond Road,Other,2000,Dine-out
23055,No,No,3.9,951,Brigade Road,Other,1100,Dine-out
23056,No,No,4.0,434,Residency Road,Other,1000,Dine-out
23057,Yes,No,4.0,166,Richmond Road,"Casual Dining, Bar",1700,Dine-out
23058,Yes,No,4.1,1214,Brigade Road,Other,2000,Dine-out
23059,Yes,Yes,4.3,569,Shanti Nagar,Casual Dining,1200,Dine-out
23060,Yes,No,4.3,327,Church Street,Casual Dining,800,Dine-out
23061,Yes,Yes,4.4,232,MG Road,Other,2000,Dine-out
23062,No,Yes,4.3,454,MG Road,Other,3000,Dine-out
23063,No,No,4.2,38,Richmond Road,Other,2000,Dine-out
23064,No,No,4.3,539,Church Street,Casual Dining,800,Dine-out
23065,No,Yes,3.9,312,Residency Road,Other,2000,Dine-out
23066,No,Yes,4.3,430,Residency Road,Other,3500,Dine-out
23067,Yes,No,4.0,114,MG Road,Casual Dining,1000,Dine-out
23068,Yes,Yes,4.0,190,Shivajinagar,"Casual Dining, Bar",1300,Dine-out
23069,Yes,No,4.1,481,Church Street,Cafe,700,Dine-out
23070,Yes,No,4.0,362,Residency Road,Casual Dining,1000,Dine-out
23071,Yes,No,2.8,110,Shanti Nagar,Casual Dining,500,Dine-out
23072,Yes,No,4.2,175,Commercial Street,Casual Dining,800,Dine-out
23073,No,Yes,4.1,611,MG Road,Other,2800,Dine-out
23074,No,Yes,4.0,116,Race Course Road,Other,2500,Dine-out
23075,Yes,No,4.3,1135,Infantry Road,Cafe,800,Dine-out
23076,Yes,No,3.9,206,St. Marks Road,Casual Dining,500,Dine-out
23077,No,No,4.0,27,Brigade Road,Cafe,450,Dine-out
23078,No,No,3.8,621,MG Road,Other,3000,Dine-out
23079,No,Yes,3.9,300,Shanti Nagar,Cafe,750,Dine-out
23080,Yes,No,3.9,366,Residency Road,Casual Dining,800,Dine-out
23081,No,No,4.2,50,Richmond Road,Cafe,500,Dine-out
23082,Yes,No,3.6,17,Brigade Road,Casual Dining,800,Dine-out
23083,Yes,No,3.6,96,Infantry Road,Other,650,Dine-out
23084,No,Yes,4.1,338,MG Road,"Casual Dining, Bar",1800,Dine-out
23085,Yes,No,3.9,227,Church Street,Casual Dining,950,Dine-out
23086,Yes,No,3.9,86,Race Course Road,Other,1500,Dine-out
23087,No,Yes,4.2,178,Richmond Road,Other,3000,Dine-out
23088,Yes,No,4.2,1770,St. Marks Road,Casual Dining,750,Dine-out
23089,Yes,No,3.9,388,Brigade Road,Casual Dining,750,Dine-out
23090,No,No,2.0,397,Brigade Road,Other,1500,Dine-out
23091,Yes,Yes,4.1,300,Richmond Road,Casual Dining,1000,Dine-out
23092,No,Yes,3.9,747,Church Street,Other,1500,Dine-out
23093,Yes,No,4.1,54,Residency Road,Casual Dining,550,Dine-out
23094,Yes,No,4.1,118,MG Road,Other,500,Dine-out
23095,Yes,No,4.0,111,Shivajinagar,Casual Dining,700,Dine-out
23096,No,No,4.2,620,Brigade Road,Cafe,500,Dine-out
23097,No,No,3.9,190,St. Marks Road,Other,600,Dine-out
23098,No,No,4.0,227,Residency Road,Casual Dining,700,Dine-out
23099,Yes,No,3.7,280,Brigade Road,Casual Dining,800,Dine-out
23100,No,No,3.8,32,Richmond Road,Quick Bites,350,Dine-out
23101,Yes,No,3.7,110,Shivajinagar,Casual Dining,700,Dine-out
23102,Yes,No,3.5,12,Brigade Road,Casual Dining,650,Dine-out
23103,Yes,Yes,3.8,203,Richmond Road,Casual Dining,1200,Dine-out
23104,No,No,2.7,406,MG Road,Other,1000,Dine-out
23105,No,No,4.2,700,St. Marks Road,Quick Bites,300,Dine-out
23106,Yes,No,4.3,129,Brigade Road,Casual Dining,700,Dine-out
23107,Yes,No,4.0,32,Brigade Road,Quick Bites,300,Dine-out
23108,Yes,No,3.5,13,Shanti Nagar,Quick Bites,300,Dine-out
23109,Yes,No,3.9,158,Infantry Road,Casual Dining,1300,Dine-out
23110,No,No,3.2,22,Shanti Nagar,Casual Dining,450,Dine-out
23111,Yes,No,3.6,83,Shanti Nagar,Casual Dining,500,Dine-out
23112,Yes,Yes,3.8,200,MG Road,Casual Dining,1600,Dine-out
23113,Yes,No,2.9,75,Shanti Nagar,Casual Dining,500,Dine-out
23114,Yes,No,3.4,9,Shivajinagar,Cafe,300,Dine-out
23115,No,Yes,3.8,110,Race Course Road,Casual Dining,1600,Dine-out
23116,No,Yes,4.1,274,MG Road,Other,3000,Dine-out
23117,Yes,No,3.7,43,Race Course Road,Casual Dining,900,Dine-out
23118,No,No,3.8,22,Shivajinagar,Quick Bites,350,Dine-out
23119,No,No,3.6,62,Shivajinagar,Casual Dining,450,Dine-out
23120,Yes,No,4.1,118,Richmond Road,Casual Dining,1000,Dine-out
23121,No,No,2.5,433,Commercial Street,Casual Dining,650,Dine-out
23122,No,No,4.0,102,Richmond Road,Casual Dining,550,Dine-out
23123,Yes,No,3.8,75,Brigade Road,Cafe,650,Dine-out
23124,No,Yes,4.0,76,Race Course Road,Other,2800,Dine-out
23125,No,No,2.8,254,Infantry Road,Casual Dining,1000,Dine-out
23126,No,No,3.7,297,Residency Road,Other,1000,Dine-out
23127,No,No,4.1,28,Residency Road,Casual Dining,2000,Dine-out
23128,No,No,4.0,93,Residency Road,Other,2000,Dine-out
23129,No,No,3.6,45,Residency Road,Other,1700,Dine-out
23130,No,No,4.0,31,Richmond Road,Cafe,800,Dine-out
23131,Yes,No,3.4,33,Shanti Nagar,Casual Dining,550,Dine-out
23132,Yes,No,2.9,50,Brigade Road,Quick Bites,350,Dine-out
23133,Yes,No,3.9,185,Shanti Nagar,Casual Dining,400,Dine-out
23134,Yes,No,3.8,59,Commercial Street,Other,300,Dine-out
23135,No,Yes,4.0,195,MG Road,Other,3000,Dine-out
23136,No,Yes,3.8,73,Shanti Nagar,Other,1200,Dine-out
23137,No,No,4.1,116,MG Road,Other,3000,Dine-out
23138,No,No,4.0,165,Brigade Road,Quick Bites,400,Dine-out
23139,Yes,No,3.6,41,Brigade Road,Casual Dining,500,Dine-out
23140,Yes,No,3.8,68,Church Street,Other,500,Dine-out
23141,No,No,2.8,132,Brigade Road,Casual Dining,650,Dine-out
23142,No,No,3.9,135,St. Marks Road,Casual Dining,800,Dine-out
23143,No,No,4.1,171,MG Road,Other,2500,Dine-out
23144,Yes,No,2.6,310,Shanti Nagar,Casual Dining,700,Dine-out
23145,Yes,No,3.6,44,Brigade Road,Other,300,Dine-out
23146,Yes,No,3.9,75,Richmond Road,Quick Bites,500,Dine-out
23147,No,No,3.9,90,St. Marks Road,Casual Dining,1400,Dine-out
23148,Yes,No,2.8,302,Commercial Street,Casual Dining,500,Dine-out
23149,No,No,3.3,6,St. Marks Road,Casual Dining,450,Dine-out
23150,Yes,No,3.4,122,Residency Road,Cafe,600,Dine-out
23151,Yes,No,3.6,118,Richmond Road,Casual Dining,500,Dine-out
23152,No,Yes,3.9,316,MG Road,Cafe,800,Dine-out
23153,No,No,3.7,35,Shanti Nagar,Cafe,300,Dine-out
23154,No,No,3.7,53,Richmond Road,Casual Dining,600,Dine-out
23155,Yes,No,3.8,265,Richmond Road,Casual Dining,850,Dine-out
23156,No,No,3.4,4,Brigade Road,Casual Dining,600,Dine-out
23157,Yes,Yes,4.0,1024,Brigade Road,Casual Dining,700,Dine-out
23158,Yes,No,3.3,262,Shanti Nagar,Casual Dining,500,Dine-out
23159,No,Yes,4.0,102,Residency Road,Casual Dining,1900,Dine-out
23160,No,No,3.0,108,MG Road,Casual Dining,800,Dine-out
23161,No,No,3.7,145,Richmond Road,Other,1000,Dine-out
23162,No,No,3.0,11,Church Street,Cafe,700,Dine-out
23163,No,No,3.7,16,MG Road,Cafe,250,Dine-out
23164,No,No,3.9,122,Brigade Road,Casual Dining,500,Dine-out
23165,Yes,Yes,3.9,96,Brigade Road,"Casual Dining, Bar",1300,Dine-out
23166,No,No,3.3,4,St. Marks Road,Casual Dining,1000,Dine-out
23167,No,No,4.1,259,MG Road,"Casual Dining, Bar",500,Dine-out
23168,No,Yes,4.2,260,MG Road,"Casual Dining, Bar",1500,Dine-out
23169,No,No,3.5,29,Richmond Road,Other,2200,Dine-out
23170,No,No,3.4,6,Residency Road,Casual Dining,800,Dine-out
23171,Yes,No,4.0,134,Residency Road,Other,250,Dine-out
23172,Yes,No,3.5,13,Brigade Road,Casual Dining,600,Dine-out
23173,No,Yes,3.9,36,Brigade Road,Casual Dining,1500,Dine-out
23174,No,No,2.7,26,Shanti Nagar,Casual Dining,600,Dine-out
23175,No,No,2.9,31,Shanti Nagar,Casual Dining,1000,Dine-out
23176,Yes,No,3.7,46,Race Course Road,Casual Dining,1000,Dine-out
23177,No,Yes,3.9,105,Brigade Road,Casual Dining,1000,Dine-out
23178,No,No,3.0,31,MG Road,Casual Dining,1000,Dine-out
23179,No,No,3.8,23,Infantry Road,Casual Dining,800,Dine-out
23180,No,No,2.9,24,Brigade Road,Other,1900,Dine-out
23181,No,No,3.7,57,St. Marks Road,Casual Dining,700,Dine-out
23182,No,No,2.8,46,Brigade Road,Cafe,700,Dine-out
23183,No,No,3.8,67,Richmond Road,Casual Dining,500,Dine-out
23184,No,No,3.5,14,Residency Road,Other,800,Dine-out
23185,No,No,3.0,4,Brigade Road,Casual Dining,700,Dine-out
23186,No,Yes,4.3,165,Richmond Road,Other,3000,Dine-out
23187,No,Yes,3.8,52,Infantry Road,Casual Dining,1100,Dine-out
23188,No,No,3.7,125,Brigade Road,Casual Dining,600,Dine-out
23189,No,No,3.4,5,Brigade Road,Other,150,Dine-out
23190,Yes,No,3.0,20,Brigade Road,Quick Bites,400,Dine-out
23191,Yes,No,2.8,20,Brigade Road,Casual Dining,550,Dine-out
23192,No,No,4.0,209,Residency Road,Casual Dining,500,Dine-out
23193,No,No,3.6,11,Shivajinagar,Other,700,Dine-out
23194,No,No,3.8,151,Church Street,Casual Dining,800,Dine-out
23195,No,No,3.7,50,Shanti Nagar,Cafe,550,Dine-out
23196,No,No,3.5,140,Church Street,Casual Dining,600,Dine-out
23197,No,No,3.7,68,Brigade Road,Casual Dining,500,Dine-out
23198,No,No,3.2,7,Brigade Road,Cafe,600,Dine-out
23199,No,Yes,3.6,278,St. Marks Road,"Casual Dining, Bar",800,Dine-out
23200,No,No,3.1,16,Infantry Road,Casual Dining,1100,Dine-out
23201,No,No,3.7,34,Residency Road,Casual Dining,2000,Dine-out
23202,No,No,3.3,13,Richmond Road,Casual Dining,600,Dine-out
23203,No,No,1.8,225,Church Street,Casual Dining,1200,Dine-out
23204,No,No,3.5,10,Brigade Road,Casual Dining,700,Dine-out
23205,No,No,3.9,42,Brigade Road,Casual Dining,500,Dine-out
23206,No,No,2.9,46,Shanti Nagar,Casual Dining,550,Dine-out
23207,No,No,3.1,17,Shivajinagar,Casual Dining,550,Dine-out
23208,No,No,3.3,6,Race Course Road,Casual Dining,650,Dine-out
23209,No,No,3.3,6,Commercial Street,Cafe,400,Dine-out
23210,Yes,Yes,3.8,195,St. Marks Road,Casual Dining,800,Dine-out
23211,No,No,3.9,119,Infantry Road,"Casual Dining, Bar",800,Dine-out
23212,No,No,3.3,7,Shivajinagar,Other,150,Dine-out
23213,No,No,3.7,11,St. Marks Road,Other,1200,Dine-out
23214,No,No,3.8,52,Richmond Road,Casual Dining,1200,Dine-out
23215,No,No,3.4,10,Richmond Road,Casual Dining,700,Dine-out
23216,No,No,3.5,11,Shanti Nagar,Quick Bites,300,Dine-out
23217,No,No,3.4,6,Shanti Nagar,Quick Bites,400,Dine-out
23218,No,No,3.7,32,Commercial Street,Casual Dining,800,Dine-out
23219,No,Yes,3.7,44,Race Course Road,Other,2800,Dine-out
23220,No,No,2.3,48,Residency Road,Casual Dining,600,Dine-out
23221,No,No,3.4,5,Race Course Road,"Casual Dining, Bar",1500,Dine-out
23222,No,No,3.3,4,Residency Road,Other,1000,Dine-out
23223,No,No,3.2,9,Commercial Street,Casual Dining,450,Dine-out
23224,No,No,3.2,5,Race Course Road,Casual Dining,700,Dine-out
23225,No,No,3.7,15,Residency Road,"Casual Dining, Bar",2000,Dine-out
23226,No,No,3.4,10,MG Road,Quick Bites,350,Dine-out
23227,No,No,3.2,10,MG Road,Cafe,400,Dine-out
23228,No,No,3.3,13,Residency Road,Casual Dining,750,Dine-out
23229,No,No,3.4,12,Residency Road,Other,4000,Dine-out
23230,No,No,3.3,7,Church Street,Casual Dining,1000,Dine-out
23231,No,No,3.3,9,Residency Road,Cafe,400,Dine-out
23232,No,No,3.5,58,Race Course Road,Casual Dining,900,Dine-out
23233,No,No,3.3,4,Brigade Road,Casual Dining,1200,Dine-out
23234,Yes,No,3.2,5,Commercial Street,Quick Bites,300,Dine-out
23235,Yes,No,3.9,212,Brigade Road,Casual Dining,800,Dine-out
23236,Yes,No,3.8,261,MG Road,Cafe,700,Dine-out
23237,Yes,No,3.6,53,Church Street,Casual Dining,600,Dine-out
23238,No,No,3.3,11,Brigade Road,Quick Bites,400,Dine-out
23239,No,No,2.6,26,Residency Road,Quick Bites,400,Dine-out
23240,No,No,3.7,82,MG Road,Other,2500,Dine-out
23241,No,No,3.6,104,Brigade Road,Cafe,800,Dine-out
23242,Yes,No,3.1,23,Brigade Road,Casual Dining,700,Dine-out
23243,No,No,4.1,129,MG Road,Other,500,Dine-out
23244,No,No,3.6,12,Race Course Road,Cafe,800,Dine-out
23245,No,No,4.1,121,Richmond Road,Casual Dining,600,Dine-out
23246,Yes,Yes,2.2,409,MG Road,Casual Dining,1000,Dine-out
23247,Yes,No,4.0,1084,Brigade Road,Other,550,Dine-out
23248,No,No,4.4,178,Richmond Road,Quick Bites,250,Dine-out
23249,Yes,No,4.4,227,MG Road,Quick Bites,700,Dine-out
23250,No,No,4.1,362,Richmond Road,Quick Bites,400,Dine-out
23251,No,No,3.4,225,Commercial Street,Quick Bites,300,Dine-out
23252,No,No,3.9,84,Church Street,Quick Bites,500,Dine-out
23253,No,No,4.0,1223,Church Street,Quick Bites,200,Dine-out
23254,Yes,No,4.1,45,Church Street,Dessert Parlor,300,Dine-out
23255,No,No,4.1,274,Richmond Road,Quick Bites,150,Dine-out
23256,No,No,4.0,1460,MG Road,Other,450,Dine-out
23257,Yes,No,3.9,35,Brigade Road,Quick Bites,600,Dine-out
23258,Yes,Yes,4.1,106,Church Street,Quick Bites,300,Dine-out
23259,Yes,No,4.3,288,St. Marks Road,Quick Bites,500,Dine-out
23260,No,No,4.0,106,Richmond Road,Quick Bites,300,Dine-out
23261,Yes,No,4.1,161,St. Marks Road,Quick Bites,300,Dine-out
23262,Yes,No,4.0,101,St. Marks Road,Quick Bites,150,Dine-out
23263,No,No,4.0,90,Infantry Road,Quick Bites,300,Dine-out
23264,Yes,No,3.8,18,MG Road,Quick Bites,200,Dine-out
23265,Yes,No,3.8,199,Brigade Road,Quick Bites,450,Dine-out
23266,No,No,2.7,77,MG Road,Quick Bites,500,Dine-out
23267,No,No,3.9,77,Commercial Street,Quick Bites,150,Dine-out
23268,No,No,3.6,53,Richmond Road,Other,300,Dine-out
23269,No,No,3.8,51,Race Course Road,Quick Bites,150,Dine-out
23270,Yes,No,3.9,653,Commercial Street,Quick Bites,600,Dine-out
23271,Yes,No,4.0,789,Richmond Road,Quick Bites,400,Dine-out
23272,Yes,No,3.9,113,Shanti Nagar,Quick Bites,250,Dine-out
23273,Yes,No,3.8,19,Brigade Road,Quick Bites,200,Dine-out
