,online,reservations,rating,votes,location,rest_type,cost_for_two,type
12656,Yes,No,3.6,67,Indiranagar,Delivery,300,Delivery
14568,No,No,3.7,118,BTM,Dessert Parlor,300,Desserts
29515,Yes,No,4.0,67,Residency Road,Quick Bites,300,Dine-out
29185,Yes,Yes,3.9,1943,MG Road,Casual Dining,2100,Buffet
29600,No,Yes,4.3,331,Richmond Road,Casual Dining,1200,Dine-out
2788,No,No,3.73178,0,City Market,Quick Bites,300,Dine-out
13093,No,No,3.1,63,Thippasandra,Other,150,Delivery
16445,No,No,3.4,10,Kalyan Nagar,Other,400,Desserts
14557,Yes,No,3.9,102,Bannerghatta Road,Dessert Parlor,400,Desserts
15622,Yes,No,3.9,261,JP Nagar,Quick Bites,300,Dine-out
25148,Yes,No,3.6,13,Marathahalli,Casual Dining,700,Delivery
17265,Yes,No,3.3,4,Kalyan Nagar,Quick Bites,400,Dine-out
17419,No,No,3.3,4,Koramangala 4th Block,Cafe,400,Cafes
1459,No,No,3.73178,0,Bannerghatta Road,Dessert Parlor,300,Delivery
28523,Yes,Yes,4.3,1102,Malleshwaram,Casual Dining,1500,Buffet
20063,Yes,No,3.73178,0,BTM,"Takeaway, Delivery",400,Delivery
2186,No,No,3.4,97,JP Nagar,"Casual Dining, Bar",1100,Drinks & nightlife
21266,No,No,3.9,109,Koramangala 4th Block,Other,1500,Dine-out
10995,Yes,Yes,4.3,1434,Kammanahalli,Casual Dining,1500,Delivery
452,Yes,No,3.8,133,Banashankari,Quick Bites,300,Delivery
15458,Yes,No,3.1,4,Bannerghatta Road,Casual Dining,650,Delivery
3889,Yes,Yes,4.0,942,Sarjapur Road,Other,1300,Drinks & nightlife
10866,No,No,3.3,5,Electronic City,Quick Bites,250,Dine-out
24026,Yes,No,4.0,25,Malleshwaram,Dessert Parlor,200,Delivery
11055,Yes,No,3.4,63,Banaswadi,Casual Dining,500,Delivery
5639,Yes,No,3.8,78,"Varthur Main Road, Whitefield","Takeaway, Delivery",250,Delivery
4849,Yes,No,2.9,50,Brigade Road,Quick Bites,350,Dine-out
3299,Yes,No,3.7,66,Bellandur,Casual Dining,550,Delivery
64,No,No,3.7,78,Banashankari,Other,150,Delivery
18067,No,No,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",850,Desserts
18002,No,No,3.6,54,Koramangala 6th Block,Quick Bites,400,Delivery
13672,Yes,No,3.9,120,Jeevan Bhima Nagar,Quick Bites,250,Dine-out
12095,Yes,No,3.3,292,HSR,Casual Dining,600,Dine-out
2094,No,No,3.73178,0,JP Nagar,Quick Bites,180,Dine-out
24015,Yes,No,3.9,33,Malleshwaram,Quick Bites,300,Delivery
30368,Yes,No,3.7,35,Sarjapur Road,Other,200,Desserts
6182,Yes,No,3.5,13,Whitefield,"Takeaway, Delivery",300,Delivery
15591,No,No,3.5,44,JP Nagar,Casual Dining,1000,Dine-out
24448,No,No,3.73178,0,Sadashiv Nagar,Quick Bites,150,Dine-out
3856,No,No,3.3,17,Sarjapur Road,Quick Bites,500,Dine-out
6601,No,Yes,3.8,137,Whitefield,Other,2000,Dine-out
29351,Yes,No,3.9,207,St. Marks Road,Casual Dining,650,Delivery
10223,No,No,3.6,70,Electronic City,Casual Dining,800,Delivery
12914,No,No,3.7,35,Indiranagar,Delivery,500,Delivery
19673,Yes,No,3.4,9,HSR,Casual Dining,600,Delivery
25695,Yes,No,3.6,40,Marathahalli,Quick Bites,500,Dine-out
4682,Yes,No,3.73178,0,Frazer Town,Delivery,600,Delivery
26540,No,No,4.3,2272,Church Street,Other,1100,Dine-out
30376,Yes,No,3.7,32,Sarjapur Road,Bakery,400,Desserts
14258,Yes,No,3.3,397,Jayanagar,Quick Bites,300,Delivery
15453,No,No,3.9,144,Kumaraswamy Layout,Cafe,550,Delivery
20502,Yes,No,3.9,457,Koramangala 6th Block,Casual Dining,1000,Dine-out
15816,Yes,No,3.3,46,BTM,Other,400,Dine-out
15090,Yes,No,3.9,33,JP Nagar,Other,600,Dine-out
19384,Yes,No,3.6,95,Koramangala 1st Block,Quick Bites,300,Delivery
13696,Yes,No,3.3,15,Thippasandra,Quick Bites,300,Dine-out
28749,Yes,No,3.5,10,Rajajinagar,Quick Bites,300,Delivery
7344,Yes,No,3.8,208,BTM,Other,650,Delivery
10110,Yes,No,3.0,81,Electronic City,Casual Dining,600,Delivery
22233,No,Yes,4.1,327,Cunningham Road,Other,1300,Buffet
22172,Yes,Yes,4.6,1897,Koramangala 1st Block,"Casual Dining, Bar",1200,Pubs and bars
31443,No,No,4.0,35,Whitefield,Bakery,250,Desserts
18923,Yes,No,3.7,180,BTM,Quick Bites,400,Dine-out
31835,Yes,No,3.1,76,Whitefield,Quick Bites,400,Dine-out
22904,No,No,3.8,31,Majestic,Other,150,Desserts
15970,Yes,Yes,4.1,577,Kalyan Nagar,Cafe,700,Delivery
22907,No,No,3.7,15,Majestic,Other,250,Desserts
10440,Yes,No,3.0,46,Electronic City,Quick Bites,250,Delivery
9616,Yes,Yes,4.7,4677,Cunningham Road,Other,1300,Desserts
7055,Yes,No,4.0,1986,JP Nagar,Casual Dining,800,Delivery
8660,No,No,3.0,67,BTM,Quick Bites,300,Dine-out
27,No,No,3.3,4,Banashankari,Cafe,500,Cafes
23728,Yes,No,4.1,1107,New BEL Road,Casual Dining,700,Delivery
10967,Yes,Yes,4.2,1751,Indiranagar,Casual Dining,750,Delivery
17189,Yes,No,3.8,80,Kalyan Nagar,Casual Dining,750,Dine-out
21739,Yes,No,4.6,237,Jayanagar,Cafe,400,Delivery
26780,No,No,4.3,2272,Church Street,Other,1100,Drinks & nightlife
10534,Yes,No,4.0,2043,Electronic City,Casual Dining,800,Dine-out
15640,Yes,No,3.6,33,JP Nagar,Quick Bites,200,Dine-out
9335,Yes,No,3.7,66,Ulsoor,Cafe,800,Cafes
24738,Yes,No,2.6,159,Marathahalli,Quick Bites,300,Delivery
14239,Yes,No,4.0,137,Jayanagar,Quick Bites,350,Delivery
24018,Yes,No,3.7,67,Basaveshwara Nagar,Casual Dining,500,Delivery
23087,No,Yes,4.2,178,Richmond Road,Other,3000,Dine-out
18411,Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,600,Dine-out
5291,No,No,3.9,27,Ulsoor,Quick Bites,100,Dine-out
19913,Yes,No,3.0,7,Koramangala 6th Block,Quick Bites,400,Delivery
18258,Yes,No,3.9,49,Koramangala 4th Block,Quick Bites,400,Dine-out
15797,Yes,No,3.7,16,Jayanagar,Quick Bites,100,Dine-out
26735,No,No,3.1,24,Frazer Town,Quick Bites,150,Dine-out
6583,Yes,No,4.3,517,Whitefield,Casual Dining,1000,Dine-out
14776,Yes,No,3.1,22,Jayanagar,Quick Bites,400,Dine-out
22624,Yes,No,3.7,50,Majestic,Casual Dining,750,Delivery
8035,No,No,3.7,27,Koramangala,Delivery,350,Delivery
28005,No,No,3.1,64,Thippasandra,Other,300,Desserts
28979,No,No,4.0,178,Basaveshwara Nagar,Casual Dining,750,Dine-out
7750,Yes,No,3.6,22,BTM,Casual Dining,600,Delivery
20287,Yes,No,3.5,7,HSR,Quick Bites,100,Delivery
23866,Yes,No,3.7,118,Yeshwantpur,Quick Bites,400,Delivery
5349,No,No,3.73178,0,Richmond Road,Quick Bites,250,Dine-out
26448,Yes,Yes,4.5,873,MG Road,Casual Dining,1800,Dine-out
3454,Yes,No,3.73178,0,Bellandur,Quick Bites,400,Delivery
29878,Yes,No,3.6,12,Sarjapur Road,Quick Bites,150,Delivery
11063,Yes,No,4.3,1380,Frazer Town,Casual Dining,700,Delivery
15142,No,No,3.3,4,JP Nagar,Quick Bites,250,Dine-out
30636,No,No,3.0,88,Bellandur,Other,500,Dine-out
10753,Yes,No,4.0,159,Electronic City,Quick Bites,400,Dine-out
13338,Yes,Yes,4.1,1473,Indiranagar,Casual Dining,1500,Dine-out
9639,No,No,4.3,2244,Church Street,Other,1100,Dine-out
2324,Yes,No,2.8,19,Jayanagar,Quick Bites,300,Delivery
11167,Yes,No,4.1,162,St. Marks Road,Quick Bites,300,Delivery
23473,No,No,3.7,33,Sankey Road,Other,2500,Dine-out
24193,Yes,No,3.9,111,Seshadripuram,Dessert Parlor,400,Desserts
3312,Yes,No,3.3,35,Koramangala 1st Block,Delivery,400,Delivery
17911,Yes,No,3.6,48,HSR,"Takeaway, Delivery",300,Delivery
7182,Yes,No,3.7,94,HSR,Quick Bites,400,Delivery
18585,Yes,No,3.9,501,Koramangala 6th Block,Quick Bites,300,Dine-out
9808,Yes,No,3.7,15,Ulsoor,Quick Bites,300,Dine-out
16941,Yes,No,2.8,43,Rammurthy Nagar,Quick Bites,700,Delivery
32059,No,No,2.8,161,Whitefield,"Casual Dining, Bar",1200,Pubs and bars
16161,Yes,No,3.5,312,Kammanahalli,Casual Dining,700,Delivery
26045,Yes,No,3.6,383,Central Bangalore,Delivery,450,Delivery
23987,Yes,Yes,4.5,1150,Malleshwaram,Casual Dining,1700,Delivery
22,No,No,3.6,28,Banashankari,Cafe,900,Cafes
18422,No,No,4.1,172,Koramangala 7th Block,Cafe,650,Dine-out
494,No,No,3.73178,0,Banashankari,Other,200,Desserts
3413,Yes,No,4.1,111,Bellandur,Dessert Parlor,600,Delivery
11576,No,No,3.73178,0,HSR,"Takeaway, Delivery",550,Delivery
3980,No,No,3.1,46,Cunningham Road,Casual Dining,1000,Buffet
9543,Yes,Yes,4.0,1022,Brigade Road,Casual Dining,700,Delivery
25871,Yes,No,3.8,79,Thippasandra,Quick Bites,400,Dine-out
10774,No,No,3.5,13,Electronic City,Quick Bites,450,Dine-out
22659,No,No,3.1,16,Infantry Road,Casual Dining,1100,Delivery
26197,Yes,Yes,4.2,2934,Church Street,Casual Dining,1000,Delivery
25942,Yes,No,3.6,38,Brookefield,Quick Bites,300,Dine-out
16830,No,No,3.73178,0,Hennur,Quick Bites,200,Dine-out
26793,No,No,3.9,235,Langford Town,Other,1000,Drinks & nightlife
14515,No,No,4.1,60,Jayanagar,Dessert Parlor,200,Desserts
24003,No,No,3.3,5,Malleshwaram,Other,300,Delivery
21935,No,No,4.0,1161,Koramangala 4th Block,Casual Dining,650,Dine-out
3195,Yes,No,3.7,50,Bellandur,Casual Dining,500,Delivery
25049,Yes,No,3.7,50,Bellandur,Casual Dining,500,Delivery
8115,No,No,3.73178,0,Koramangala 5th Block,Other,300,Delivery
29367,Yes,No,4.2,745,Cunningham Road,Cafe,750,Delivery
30672,No,No,3.9,26,Bellandur,Cafe,400,Dine-out
25137,Yes,No,3.5,107,Brookefield,Other,500,Delivery
19812,Yes,No,3.5,21,Koramangala 1st Block,Quick Bites,350,Delivery
4369,Yes,No,3.5,14,Richmond Road,Quick Bites,250,Delivery
7248,Yes,No,3.3,4,JP Nagar,Quick Bites,300,Delivery
11213,Yes,No,4.0,128,Kammanahalli,Quick Bites,600,Delivery
13189,Yes,No,4.0,48,Indiranagar,Delivery,500,Desserts
23933,Yes,No,3.8,86,Malleshwaram,Casual Dining,600,Delivery
19589,Yes,No,4.2,602,Koramangala 7th Block,Dessert Parlor,900,Delivery
5353,No,No,3.5,13,Commercial Street,Quick Bites,200,Dine-out
12545,Yes,No,4.2,770,Indiranagar,Quick Bites,300,Delivery
31776,Yes,No,3.4,47,Whitefield,Quick Bites,250,Dine-out
31559,Yes,Yes,4.0,1070,Whitefield,Casual Dining,1400,Dine-out
25278,Yes,No,3.4,5,Marathahalli,Other,250,Delivery
14598,No,No,4.2,734,Jayanagar,Quick Bites,350,Dine-out
794,No,Yes,4.7,3845,JP Nagar,Casual Dining,1600,Buffet
11937,Yes,No,3.9,205,HSR,Other,600,Desserts
32002,No,No,4.6,5954,Whitefield,Other,2500,Drinks & nightlife
6661,Yes,No,3.5,16,Marathahalli,Quick Bites,300,Dine-out
16693,No,No,3.73178,0,HBR Layout,Casual Dining,400,Dine-out
24743,Yes,No,4.0,312,Marathahalli,Quick Bites,150,Delivery
22236,No,Yes,3.8,21,Basavanagudi,Casual Dining,800,Buffet
23156,No,No,3.4,4,Brigade Road,Casual Dining,600,Dine-out
18685,No,No,3.7,21,Koramangala 5th Block,Quick Bites,250,Dine-out
3042,Yes,No,4.1,65,Bellandur,"Takeaway, Delivery",100,Delivery
14604,Yes,Yes,4.1,672,Jayanagar,"Casual Dining, Bar",1000,Dine-out
7635,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,500,Delivery
20725,No,No,3.4,46,Domlur,Casual Dining,1100,Buffet
18527,Yes,No,3.6,207,Koramangala 5th Block,Casual Dining,500,Dine-out
28902,Yes,No,2.3,180,Rajajinagar,Casual Dining,500,Dine-out
25440,Yes,No,3.9,54,Kaggadasapura,Dessert Parlor,400,Desserts
7386,Yes,No,4.5,181,HSR,Casual Dining,1200,Delivery
23406,Yes,No,4.3,909,Ulsoor,Casual Dining,2000,Dine-out
24660,No,No,4.0,80,Brookefield,Cafe,500,Cafes
10072,Yes,Yes,4.5,860,Electronic City,Other,600,Delivery
11573,Yes,No,4.1,314,Koramangala 1st Block,"Takeaway, Delivery",650,Delivery
11553,Yes,No,3.8,170,HSR,Quick Bites,400,Delivery
7331,Yes,No,4.1,361,Koramangala 5th Block,"Takeaway, Delivery",400,Delivery
5271,Yes,No,3.4,26,Ulsoor,Quick Bites,200,Dine-out
275,Yes,No,4.2,60,Banashankari,Quick Bites,200,Delivery
14134,Yes,No,3.9,349,JP Nagar,Casual Dining,600,Delivery
6611,No,No,3.7,46,Marathahalli,Cafe,600,Dine-out
21464,Yes,No,3.9,185,BTM,Quick Bites,250,Delivery
3075,Yes,No,3.7,29,Sarjapur Road,Other,400,Delivery
22842,Yes,No,3.9,148,Brigade Road,Other,450,Desserts
7899,No,No,3.4,5,BTM,Quick Bites,250,Delivery
19438,Yes,No,4.0,169,Koramangala 5th Block,Other,400,Delivery
24143,Yes,No,3.73178,0,New BEL Road,Other,250,Delivery
12589,Yes,No,3.8,161,Jeevan Bhima Nagar,Casual Dining,400,Delivery
29240,Yes,No,3.6,385,Central Bangalore,Delivery,450,Delivery
1886,No,No,3.5,25,Bannerghatta Road,Other,500,Dine-out
6829,No,No,3.73178,0,"ITPL Main Road, Whitefield",Quick Bites,200,Dine-out
23872,Yes,No,3.4,5,Malleshwaram,Other,400,Delivery
4176,Yes,No,3.6,44,Brigade Road,Other,300,Delivery
2853,No,No,3.7,15,Bellandur,Other,500,Cafes
16108,Yes,No,2.8,77,RT Nagar,Delivery,300,Delivery
14035,Yes,No,4.1,232,JP Nagar,Bakery,500,Delivery
10346,No,No,3.73178,0,Electronic City,Other,300,Delivery
29716,Yes,No,3.3,89,Ulsoor,Quick Bites,350,Dine-out
16352,No,No,3.73178,0,Nagawara,Quick Bites,350,Delivery
11884,Yes,Yes,4.1,1847,Koramangala 1st Block,Cafe,600,Delivery
9023,Yes,No,3.8,41,Koramangala 7th Block,Quick Bites,200,Dine-out
26794,No,No,3.7,298,Residency Road,Other,1000,Drinks & nightlife
10236,Yes,No,3.7,56,Electronic City,Other,400,Delivery
19805,Yes,No,3.6,37,Koramangala 1st Block,Other,450,Delivery
2453,No,No,4.0,62,Jayanagar,Cafe,150,Delivery
4314,Yes,No,4.1,152,Vasanth Nagar,Cafe,300,Delivery
21832,Yes,No,4.5,835,Koramangala 5th Block,Dessert Parlor,400,Desserts
8076,Yes,No,3.73178,0,HSR,Delivery,800,Delivery
31505,Yes,No,4.1,126,"ITPL Main Road, Whitefield",Bakery,500,Desserts
23900,Yes,No,3.8,87,Malleshwaram,Other,400,Delivery
3515,Yes,No,3.3,8,Bellandur,Bakery,250,Desserts
19099,Yes,No,3.9,184,BTM,"Takeaway, Delivery",450,Delivery
5767,Yes,No,3.8,32,"Varthur Main Road, Whitefield","Takeaway, Delivery",200,Delivery
30284,No,No,3.0,155,Bellandur,Casual Dining,800,Delivery
26351,No,No,4.1,55,Ulsoor,Cafe,750,Delivery
20,Yes,No,3.0,62,Banashankari,Cafe,400,Cafes
20921,Yes,Yes,4.5,3469,Koramangala 5th Block,Casual Dining,1300,Delivery
29801,Yes,Yes,3.7,37,Bellandur,Casual Dining,1500,Buffet
29579,No,Yes,4.4,198,MG Road,Other,2000,Dine-out
21091,Yes,No,3.6,7,HSR,Dessert Parlor,500,Delivery
25267,Yes,No,3.6,43,Brookefield,Quick Bites,300,Delivery
12752,Yes,No,4.3,420,Indiranagar,Other,400,Delivery
24924,No,No,3.73178,0,Marathahalli,Other,600,Delivery
26476,Yes,No,3.7,19,MG Road,Quick Bites,200,Dine-out
18461,Yes,No,3.5,74,Koramangala 6th Block,Casual Dining,600,Dine-out
7723,Yes,No,4.4,384,Koramangala 7th Block,Quick Bites,300,Delivery
11346,No,No,4.1,407,Commercial Street,Casual Dining,700,Dine-out
1872,No,No,3.0,18,Bannerghatta Road,Quick Bites,450,Dine-out
25082,No,No,3.73178,0,Marathahalli,"Takeaway, Delivery",400,Delivery
13805,No,Yes,4.1,3864,Indiranagar,"Casual Dining, Bar",1300,Drinks & nightlife
5278,Yes,No,3.2,46,Ulsoor,Quick Bites,300,Dine-out
12882,No,No,2.9,539,Indiranagar,Other,500,Delivery
23342,No,No,3.4,11,Shanti Nagar,Quick Bites,300,Dine-out
20088,No,Yes,4.0,169,BTM,Other,1100,Delivery
3055,Yes,No,3.0,237,Indiranagar,Delivery,500,Delivery
18094,Yes,No,4.2,195,Koramangala 6th Block,Dessert Parlor,400,Desserts
14883,No,No,2.9,60,JP Nagar,Quick Bites,400,Dine-out
863,Yes,No,4.0,197,BTM,Quick Bites,300,Delivery
29503,No,No,4.0,519,Residency Road,Other,1000,Dine-out
871,Yes,No,3.9,173,BTM,Quick Bites,250,Delivery
9404,Yes,Yes,4.6,1217,St. Marks Road,"Casual Dining, Bar",1700,Delivery
26229,Yes,No,4.0,79,Frazer Town,Dessert Parlor,500,Delivery
18552,No,No,3.7,468,Koramangala 6th Block,Quick Bites,200,Dine-out
23484,No,No,3.3,4,Majestic,Other,900,Dine-out
26087,Yes,No,4.0,160,Indiranagar,Casual Dining,700,Delivery
28186,Yes,No,3.7,265,Jeevan Bhima Nagar,Quick Bites,450,Dine-out
25948,Yes,No,3.2,13,Brookefield,Casual Dining,500,Dine-out
21823,No,No,3.8,64,Koramangala 7th Block,Other,600,Desserts
28952,No,No,3.5,37,Rajajinagar,Quick Bites,300,Dine-out
7824,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,400,Delivery
2466,No,No,3.73178,0,Jayanagar,Quick Bites,400,Delivery
8877,No,No,4.2,386,JP Nagar,Cafe,700,Dine-out
5375,No,No,3.8,29,Cunningham Road,Casual Dining,400,Dine-out
5613,Yes,No,2.8,67,Marathahalli,Cafe,300,Cafes
21240,Yes,No,3.9,783,Koramangala 5th Block,Casual Dining,750,Dine-out
22328,Yes,No,3.4,70,Residency Road,Quick Bites,400,Delivery
23726,Yes,No,4.1,559,Rajajinagar,"Takeaway, Delivery",500,Delivery
13222,No,No,3.73178,0,Indiranagar,Bakery,200,Desserts
25209,Yes,No,3.1,91,Marathahalli,Quick Bites,200,Delivery
2899,Yes,No,3.8,68,Marathahalli,Quick Bites,200,Delivery
15127,No,No,3.5,15,BTM,Quick Bites,200,Dine-out
4035,No,No,3.7,16,MG Road,Cafe,250,Cafes
13182,Yes,No,4.1,110,Indiranagar,Other,150,Desserts
3029,Yes,No,3.5,18,Sarjapur Road,Quick Bites,300,Delivery
4130,Yes,No,3.9,107,Lavelle Road,Quick Bites,600,Delivery
19434,Yes,No,3.4,16,Wilson Garden,Casual Dining,800,Delivery
16275,No,No,3.73178,0,Kalyan Nagar,Quick Bites,200,Delivery
28339,Yes,No,3.9,307,Domlur,Quick Bites,300,Dine-out
25590,No,No,3.4,6,Marathahalli,Casual Dining,500,Dine-out
19088,Yes,No,4.4,107,Koramangala,Delivery,400,Delivery
27287,Yes,No,3.0,50,New BEL Road,Casual Dining,400,Dine-out
11977,No,No,3.8,63,HSR,Cafe,1000,Desserts
2122,Yes,No,3.7,115,BTM,Casual Dining,550,Dine-out
2673,Yes,No,4.4,5060,Jayanagar,Casual Dining,750,Dine-out
6118,Yes,No,3.8,147,Whitefield,Quick Bites,400,Delivery
27370,No,No,3.73178,0,New BEL Road,Quick Bites,500,Dine-out
26275,Yes,Yes,4.1,302,Richmond Road,Casual Dining,1000,Delivery
16283,No,No,2.8,60,Kalyan Nagar,Dessert Parlor,500,Delivery
20440,Yes,No,4.0,784,Koramangala 5th Block,Casual Dining,800,Dine-out
19410,Yes,No,3.7,25,Ejipura,Other,200,Delivery
26618,Yes,Yes,4.0,1025,Brigade Road,Casual Dining,700,Dine-out
337,Yes,Yes,3.7,36,Jayanagar,Casual Dining,650,Delivery
25850,Yes,No,4.0,784,Brookefield,Quick Bites,600,Dine-out
31966,Yes,No,2.8,84,Whitefield,Quick Bites,300,Dine-out
28324,Yes,No,3.9,553,Indiranagar,Casual Dining,800,Dine-out
13898,No,No,4.1,403,Old Airport Road,Other,1000,Pubs and bars
8915,Yes,No,4.1,90,Koramangala 5th Block,Cafe,600,Dine-out
26662,No,No,3.0,7,Richmond Road,Quick Bites,300,Dine-out
7771,Yes,No,3.9,315,Jayanagar,Quick Bites,300,Delivery
13139,Yes,No,4.3,203,Indiranagar,"Takeaway, Delivery",600,Delivery
25665,No,No,3.2,4,Marathahalli,Quick Bites,300,Dine-out
28825,No,No,3.4,8,Rajajinagar,"Takeaway, Delivery",150,Desserts
1841,Yes,No,3.8,312,Bannerghatta Road,Quick Bites,400,Dine-out
16417,No,No,3.4,6,Hennur,Cafe,500,Delivery
24480,Yes,No,3.8,215,Rajajinagar,Quick Bites,400,Dine-out
1076,Yes,No,2.9,22,JP Nagar,Delivery,400,Delivery
8503,No,No,3.3,15,BTM,Cafe,900,Dine-out
5399,No,No,3.73178,0,Kumaraswamy Layout,Quick Bites,400,Dine-out
14263,Yes,No,3.4,30,BTM,Quick Bites,300,Delivery
16159,Yes,No,2.8,234,Kalyan Nagar,Casual Dining,700,Delivery
16267,Yes,No,3.5,4,HBR Layout,Delivery,450,Delivery
19007,Yes,Yes,4.4,459,Koramangala 7th Block,"Casual Dining, Bar",1500,Buffet
25376,Yes,No,3.8,40,Marathahalli,Dessert Parlor,150,Desserts
12844,Yes,No,4.1,114,Indiranagar,Other,450,Delivery
5158,No,No,3.8,150,Church Street,Casual Dining,800,Dine-out
8271,Yes,No,3.5,10,BTM,Dessert Parlor,250,Desserts
24447,No,No,3.73178,0,Seshadripuram,Quick Bites,300,Dine-out
26748,No,Yes,4.3,485,Residency Road,Other,2000,Drinks & nightlife
7897,No,No,3.8,43,BTM,Quick Bites,200,Delivery
12750,Yes,Yes,4.0,930,Brigade Road,Casual Dining,800,Delivery
5270,Yes,No,3.3,4,Richmond Road,Quick Bites,200,Dine-out
24033,Yes,Yes,3.8,280,RT Nagar,Casual Dining,1200,Delivery
20591,Yes,No,3.7,67,BTM,Quick Bites,300,Dine-out
15262,Yes,No,3.2,5,Bannerghatta Road,Quick Bites,300,Delivery
20222,No,No,3.4,7,HSR,Quick Bites,400,Delivery
17408,No,No,4.4,1224,Koramangala 4th Block,Cafe,800,Cafes
4718,Yes,No,4.4,1087,Lavelle Road,Other,600,Desserts
16027,Yes,No,3.9,97,Kalyan Nagar,Cafe,350,Delivery
23207,No,No,3.1,17,Shivajinagar,Casual Dining,550,Dine-out
25759,No,No,3.9,56,Marathahalli,Quick Bites,300,Dine-out
8632,Yes,No,3.5,24,BTM,Quick Bites,350,Dine-out
3324,Yes,No,3.7,31,Sarjapur Road,Bakery,400,Delivery
24718,Yes,No,2.9,8,Whitefield,Delivery,400,Delivery
23619,No,No,3.6,14,Cunningham Road,Other,1500,Drinks & nightlife
3743,No,No,3.6,14,Bellandur,Other,200,Dine-out
7471,Yes,No,3.8,84,HSR,Quick Bites,400,Delivery
30166,Yes,No,3.7,36,HSR,Other,250,Delivery
19884,Yes,No,4.1,992,Koramangala 6th Block,Cafe,600,Delivery
24413,No,Yes,4.0,134,Seshadripuram,Other,3700,Dine-out
7440,Yes,Yes,3.7,20,Hosur Road,Casual Dining,500,Delivery
11231,No,No,3.5,7,Frazer Town,Bakery,300,Desserts
25908,No,No,3.7,32,Whitefield,Other,2000,Dine-out
4664,Yes,No,3.2,13,Vasanth Nagar,Quick Bites,200,Delivery
25697,Yes,No,3.6,17,Marathahalli,Quick Bites,200,Dine-out
23109,Yes,No,3.9,158,Infantry Road,Casual Dining,1300,Dine-out
12319,No,No,3.2,5,HSR,Quick Bites,450,Dine-out
12409,No,Yes,4.7,6745,HSR,"Casual Dining, Bar",1000,Drinks & nightlife
7176,Yes,No,3.7,130,Koramangala 1st Block,"Casual Dining, Bar",1200,Delivery
19882,No,No,3.2,9,Koramangala 5th Block,Other,200,Delivery
27599,Yes,No,3.3,77,Jeevan Bhima Nagar,Delivery,400,Delivery
2124,Yes,No,2.7,48,BTM,Casual Dining,700,Dine-out
3976,No,Yes,4.0,324,Cunningham Road,Other,1300,Buffet
17116,Yes,Yes,4.0,47,Kalyan Nagar,Casual Dining,800,Dine-out
10169,Yes,No,3.5,148,Electronic City,Casual Dining,700,Delivery
3763,No,No,3.0,11,Bellandur,Quick Bites,150,Dine-out
79,Yes,No,4.2,146,Banashankari,Other,400,Delivery
4561,No,No,4.5,3569,St. Marks Road,Cafe,900,Delivery
11025,Yes,No,4.0,29,BTM,Bakery,500,Delivery
16717,Yes,No,2.7,182,Kammanahalli,Casual Dining,450,Dine-out
12683,Yes,No,3.9,140,Indiranagar,Delivery,500,Delivery
18126,Yes,No,3.5,98,Koramangala 8th Block,Bakery,400,Desserts
22122,No,Yes,3.8,155,Koramangala 5th Block,Other,1000,Drinks & nightlife
21382,Yes,Yes,4.2,2619,Koramangala 5th Block,Casual Dining,1300,Buffet
16167,Yes,No,3.5,13,Hennur,Quick Bites,400,Delivery
24934,Yes,No,3.2,50,Whitefield,Other,300,Delivery
14974,No,No,3.5,177,JP Nagar,Casual Dining,950,Dine-out
24811,No,No,3.8,46,Marathahalli,Quick Bites,300,Delivery
6177,Yes,No,3.1,175,Whitefield,Other,600,Delivery
6247,Yes,No,3.4,19,Marathahalli,Other,350,Delivery
19451,Yes,No,3.5,323,Koramangala 1st Block,Quick Bites,500,Delivery
22369,Yes,No,3.0,165,Church Street,Quick Bites,350,Delivery
5400,No,No,3.1,10,City Market,Cafe,200,Dine-out
16598,No,No,4.0,81,Kalyan Nagar,Casual Dining,1000,Dine-out
23232,No,No,3.5,58,Race Course Road,Casual Dining,900,Dine-out
4801,No,No,3.2,6,MG Road,Other,300,Desserts
12575,Yes,No,4.0,50,Indiranagar,Quick Bites,200,Delivery
13241,No,No,3.2,5,Thippasandra,Other,300,Desserts
26418,Yes,No,2.9,17,Ulsoor,Dessert Parlor,200,Desserts
106,No,No,3.2,9,Banashankari,Quick Bites,300,Delivery
30191,No,No,3.7,29,Sarjapur Road,Quick Bites,300,Delivery
25355,Yes,Yes,4.1,266,Brookefield,"Casual Dining, Bar",1000,Delivery
3404,Yes,No,3.8,22,Frazer Town,Delivery,300,Delivery
16102,No,No,3.9,47,Kalyan Nagar,Quick Bites,500,Delivery
7716,Yes,No,3.8,117,BTM,Casual Dining,600,Delivery
13348,Yes,Yes,4.2,1345,Indiranagar,Casual Dining,1700,Dine-out
18516,No,No,3.4,18,Koramangala 6th Block,Other,250,Dine-out
6525,No,No,3.3,5,Brookefield,Quick Bites,200,Dine-out
23943,Yes,No,3.73178,0,Rajajinagar,"Takeaway, Delivery",350,Delivery
6387,No,No,3.73178,0,Brookefield,Other,250,Desserts
22593,Yes,No,3.5,121,Brigade Road,Quick Bites,300,Delivery
2976,Yes,No,3.7,404,Bellandur,Casual Dining,500,Delivery
1528,No,Yes,3.9,49,JP Nagar,Casual Dining,900,Delivery
